timestamp,kwh
2024-01-13 10:00:00,23.98
2024-01-13 11:00:00,15.16
2024-01-13 12:00:00,24.5
2024-01-13 13:00:00,15.21
2024-01-13 14:00:00,18.37
2024-01-13 15:00:00,19.14
2024-01-13 16:00:00,27.15
2024-01-13 17:00:00,26.79
2024-01-13 18:00:00,30.69
2024-01-13 19:00:00,49.81
2024-01-13 20:00:00,38.57
2024-01-13 21:00:00,30.5
2024-01-13 22:00:00,45.81
2024-01-13 23:00:00,44.47
2024-01-14 00:00:00,84.67
2024-01-14 01:00:00,55.36
2024-01-14 02:00:00,28.75
2024-01-14 03:00:00,40.7
2024-01-14 04:00:00,64.01
2024-01-14 05:00:00,79.7
2024-01-14 06:00:00,25.69
2024-01-14 07:00:00,21.37
2024-01-14 08:00:00,32.79
2024-01-14 09:00:00,23.45
2024-01-14 10:00:00,15.53
2024-01-14 11:00:00,24.37
2024-01-14 12:00:00,7.0
2024-01-14 13:00:00,21.02
2024-01-14 14:00:00,23.07
2024-01-14 15:00:00,26.82
2024-01-14 16:00:00,14.61
2024-01-14 17:00:00,21.54
2024-01-14 18:00:00,35.4
2024-01-14 19:00:00,52.75
2024-01-14 20:00:00,35.84
2024-01-14 21:00:00,43.0
2024-01-14 22:00:00,34.36
2024-01-14 23:00:00,58.57
2024-01-15 00:00:00,61.62
2024-01-15 01:00:00,45.55
2024-01-15 02:00:00,49.56
2024-01-15 03:00:00,27.71
2024-01-15 04:00:00,44.59
2024-01-15 05:00:00,48.26
2024-01-15 06:00:00,87.53
2024-01-15 07:00:00,32.65
2024-01-15 08:00:00,30.22
2024-01-15 09:00:00,27.28
2024-01-15 10:00:00,22.77
2024-01-15 11:00:00,32.08
2024-01-15 12:00:00,23.34
2024-01-15 13:00:00,23.45
2024-01-15 14:00:00,20.67
2024-01-15 15:00:00,28.71
2024-01-15 16:00:00,27.91
2024-01-15 17:00:00,17.06
2024-01-15 18:00:00,29.61
2024-01-15 19:00:00,46.02
2024-01-15 20:00:00,37.24
2024-01-15 21:00:00,48.07
2024-01-15 22:00:00,67.19
2024-01-15 23:00:00,42.28
2024-01-16 00:00:00,48.37
2024-01-16 01:00:00,49.85
2024-01-16 02:00:00,61.47
2024-01-16 03:00:00,15.97
2024-01-16 04:00:00,40.08
2024-01-16 05:00:00,52.11
2024-01-16 06:00:00,66.64
2024-01-16 07:00:00,41.77
2024-01-16 08:00:00,9.18
2024-01-16 09:00:00,24.9
2024-01-16 10:00:00,17.0
2024-01-16 11:00:00,13.51
2024-01-16 12:00:00,17.07
2024-01-16 13:00:00,19.84
2024-01-16 14:00:00,17.19
2024-01-16 15:00:00,7.1
2024-01-16 16:00:00,26.65
2024-01-16 17:00:00,29.03
2024-01-16 18:00:00,58.58
2024-01-16 19:00:00,32.28
2024-01-16 20:00:00,46.04
2024-01-16 21:00:00,48.9
2024-01-16 22:00:00,57.8
2024-01-16 23:00:00,58.82
2024-01-17 00:00:00,38.21
2024-01-17 01:00:00,50.21
2024-01-17 02:00:00,55.72
2024-01-17 03:00:00,70.4
2024-01-17 04:00:00,59.36
2024-01-17 05:00:00,60.6
2024-01-17 06:00:00,50.23
2024-01-17 07:00:00,69.73
2024-01-17 08:00:00,23.58
2024-01-17 09:00:00,15.58
2024-01-17 10:00:00,29.84
2024-01-17 11:00:00,25.4
2024-01-17 12:00:00,18.21
2024-01-17 13:00:00,17.98
2024-01-17 14:00:00,22.87
2024-01-17 15:00:00,23.92
2024-01-17 16:00:00,22.24
2024-01-17 17:00:00,22.96
2024-01-17 18:00:00,73.99
2024-01-17 19:00:00,64.75
2024-01-17 20:00:00,51.8
2024-01-17 21:00:00,62.84
2024-01-17 22:00:00,33.82
2024-01-17 23:00:00,54.85
2024-01-18 00:00:00,75.6
2024-01-18 01:00:00,45.79
2024-01-18 02:00:00,36.54
2024-01-18 03:00:00,39.41
2024-01-18 04:00:00,32.98
2024-01-18 05:00:00,37.46
2024-01-18 06:00:00,43.55
2024-01-18 07:00:00,28.34
2024-01-18 08:00:00,21.1
2024-01-18 09:00:00,26.68
2024-01-18 10:00:00,15.28
2024-01-18 11:00:00,30.57
2024-01-18 12:00:00,24.22
2024-01-18 13:00:00,27.49
2024-01-18 14:00:00,16.86
2024-01-18 15:00:00,26.38
2024-01-18 16:00:00,14.12
2024-01-18 17:00:00,26.61
2024-01-18 18:00:00,51.53
2024-01-18 19:00:00,57.13
2024-01-18 20:00:00,31.72
2024-01-18 21:00:00,35.84
2024-01-18 22:00:00,57.78
2024-01-18 23:00:00,35.06
2024-01-19 00:00:00,55.81
2024-01-19 01:00:00,28.9
2024-01-19 02:00:00,61.47
2024-01-19 03:00:00,30.88
2024-01-19 04:00:00,57.12
2024-01-19 05:00:00,58.2
2024-01-19 06:00:00,38.76
2024-01-19 07:00:00,57.56
2024-01-19 08:00:00,22.64
2024-01-19 09:00:00,17.61
2024-01-19 10:00:00,14.65
2024-01-19 11:00:00,8.64
2024-01-19 12:00:00,23.2
2024-01-19 13:00:00,11.14
2024-01-19 14:00:00,21.6
2024-01-19 15:00:00,19.34
2024-01-19 16:00:00,25.28
2024-01-19 17:00:00,19.1
2024-01-19 18:00:00,44.16
2024-01-19 19:00:00,59.76
2024-01-19 20:00:00,53.93
2024-01-19 21:00:00,53.65
2024-01-19 22:00:00,55.9
2024-01-19 23:00:00,26.43
2024-01-20 00:00:00,60.12
2024-01-20 01:00:00,58.0
2024-01-20 02:00:00,34.05
2024-01-20 03:00:00,45.41
2024-01-20 04:00:00,48.42
2024-01-20 05:00:00,47.02
2024-01-20 06:00:00,53.91
2024-01-20 07:00:00,70.04
2024-01-20 08:00:00,27.82
2024-01-20 09:00:00,12.73
2024-01-20 10:00:00,24.92
2024-01-20 11:00:00,29.37
2024-01-20 12:00:00,23.44
2024-01-20 13:00:00,27.87
2024-01-20 14:00:00,33.68
2024-01-20 15:00:00,27.45
2024-01-20 16:00:00,22.57
2024-01-20 17:00:00,27.58
2024-01-20 18:00:00,51.13
2024-01-20 19:00:00,49.35
2024-01-20 20:00:00,43.83
2024-01-20 21:00:00,71.98
2024-01-20 22:00:00,36.97
2024-01-20 23:00:00,71.53
2024-01-21 00:00:00,56.35
2024-01-21 01:00:00,28.43
2024-01-21 02:00:00,54.4
2024-01-21 03:00:00,18.13
2024-01-21 04:00:00,58.19
2024-01-21 05:00:00,62.01
2024-01-21 06:00:00,40.29
2024-01-21 07:00:00,50.82
2024-01-21 08:00:00,33.31
2024-01-21 09:00:00,17.81
2024-01-21 10:00:00,14.33
2024-01-21 11:00:00,30.33
2024-01-21 12:00:00,33.36
2024-01-21 13:00:00,21.02
2024-01-21 14:00:00,27.37
2024-01-21 15:00:00,29.45
2024-01-21 16:00:00,16.32
2024-01-21 17:00:00,17.94
2024-01-21 18:00:00,67.09
2024-01-21 19:00:00,73.77
2024-01-21 20:00:00,57.27
2024-01-21 21:00:00,36.07
2024-01-21 22:00:00,78.21
2024-01-21 23:00:00,41.19
2024-01-22 00:00:00,44.07
2024-01-22 01:00:00,54.03
2024-01-22 02:00:00,71.85
2024-01-22 03:00:00,61.55
2024-01-22 04:00:00,55.1
2024-01-22 05:00:00,55.81
2024-01-22 06:00:00,49.64
2024-01-22 07:00:00,57.2
2024-01-22 08:00:00,7.0
2024-01-22 09:00:00,19.13
2024-01-22 10:00:00,22.52
2024-01-22 11:00:00,13.75
2024-01-22 12:00:00,23.43
2024-01-22 13:00:00,19.71
2024-01-22 14:00:00,32.06
2024-01-22 15:00:00,30.91
2024-01-22 16:00:00,18.07
2024-01-22 17:00:00,20.05
2024-01-22 18:00:00,47.91
2024-01-22 19:00:00,42.36
2024-01-22 20:00:00,51.87
2024-01-22 21:00:00,37.85
2024-01-22 22:00:00,32.38
2024-01-22 23:00:00,58.15
2024-01-23 00:00:00,58.25
2024-01-23 01:00:00,37.18
2024-01-23 02:00:00,62.16
2024-01-23 03:00:00,39.72
2024-01-23 04:00:00,52.72
2024-01-23 05:00:00,61.06
2024-01-23 06:00:00,48.51
2024-01-23 07:00:00,55.68
2024-01-23 08:00:00,17.75
2024-01-23 09:00:00,19.76
2024-01-23 10:00:00,19.7
2024-01-23 11:00:00,16.3
2024-01-23 12:00:00,19.89
2024-01-23 13:00:00,11.24
2024-01-23 14:00:00,17.91
2024-01-23 15:00:00,19.21
2024-01-23 16:00:00,19.39
2024-01-23 17:00:00,19.48
2024-01-23 18:00:00,48.09
2024-01-23 19:00:00,56.05
2024-01-23 20:00:00,61.86
2024-01-23 21:00:00,39.45
2024-01-23 22:00:00,31.31
2024-01-23 23:00:00,33.68
2024-01-24 00:00:00,41.84
2024-01-24 01:00:00,43.83
2024-01-24 02:00:00,37.68
2024-01-24 03:00:00,29.95
2024-01-24 04:00:00,42.3
2024-01-24 05:00:00,51.67
2024-01-24 06:00:00,57.75
2024-01-24 07:00:00,40.81
2024-01-24 08:00:00,18.4
2024-01-24 09:00:00,15.16
2024-01-24 10:00:00,20.8
2024-01-24 11:00:00,15.65
2024-01-24 12:00:00,24.61
2024-01-24 13:00:00,9.75
2024-01-24 14:00:00,18.73
2024-01-24 15:00:00,22.9
2024-01-24 16:00:00,22.16
2024-01-24 17:00:00,37.97
2024-01-24 18:00:00,54.14
2024-01-24 19:00:00,34.24
2024-01-24 20:00:00,47.6
2024-01-24 21:00:00,22.89
2024-01-24 22:00:00,47.82
2024-01-24 23:00:00,36.75
2024-01-25 00:00:00,62.46
2024-01-25 01:00:00,40.92
2024-01-25 02:00:00,47.28
2024-01-25 03:00:00,39.66
2024-01-25 04:00:00,74.56
2024-01-25 05:00:00,44.28
2024-01-25 06:00:00,75.94
2024-01-25 07:00:00,60.97
2024-01-25 08:00:00,24.04
2024-01-25 09:00:00,23.32
2024-01-25 10:00:00,23.48
2024-01-25 11:00:00,8.86
2024-01-25 12:00:00,19.24
2024-01-25 13:00:00,26.32
2024-01-25 14:00:00,20.69
2024-01-25 15:00:00,12.15
2024-01-25 16:00:00,20.67
2024-01-25 17:00:00,31.74
2024-01-25 18:00:00,67.33
2024-01-25 19:00:00,48.09
2024-01-25 20:00:00,62.99
2024-01-25 21:00:00,43.61
2024-01-25 22:00:00,23.95
2024-01-25 23:00:00,35.41
2024-01-26 00:00:00,71.97
2024-01-26 01:00:00,44.97
2024-01-26 02:00:00,45.42
2024-01-26 03:00:00,44.59
2024-01-26 04:00:00,76.99
2024-01-26 05:00:00,72.9
2024-01-26 06:00:00,81.62
2024-01-26 07:00:00,46.66
2024-01-26 08:00:00,22.86
2024-01-26 09:00:00,11.45
2024-01-26 10:00:00,30.3
2024-01-26 11:00:00,13.64
2024-01-26 12:00:00,22.37
2024-01-26 13:00:00,14.09
2024-01-26 14:00:00,17.29
2024-01-26 15:00:00,15.73
2024-01-26 16:00:00,17.17
2024-01-26 17:00:00,17.6
2024-01-26 18:00:00,40.94
2024-01-26 19:00:00,61.25
2024-01-26 20:00:00,32.76
2024-01-26 21:00:00,52.24
2024-01-26 22:00:00,66.9
2024-01-26 23:00:00,41.46
2024-01-27 00:00:00,38.45
2024-01-27 01:00:00,45.61
2024-01-27 02:00:00,66.34
2024-01-27 03:00:00,51.85
2024-01-27 04:00:00,41.19
2024-01-27 05:00:00,56.11
2024-01-27 06:00:00,32.8
2024-01-27 07:00:00,59.02
2024-01-27 08:00:00,23.57
2024-01-27 09:00:00,19.06
2024-01-27 10:00:00,15.72
2024-01-27 11:00:00,15.41
2024-01-27 12:00:00,24.37
2024-01-27 13:00:00,28.74
2024-01-27 14:00:00,16.98
2024-01-27 15:00:00,23.89
2024-01-27 16:00:00,7.85
2024-01-27 17:00:00,17.32
2024-01-27 18:00:00,48.54
2024-01-27 19:00:00,35.63
2024-01-27 20:00:00,35.23
2024-01-27 21:00:00,39.18
2024-01-27 22:00:00,53.3
2024-01-27 23:00:00,46.25
2024-01-28 00:00:00,16.1
2024-01-28 01:00:00,17.83
2024-01-28 02:00:00,40.08
2024-01-28 03:00:00,55.73
2024-01-28 04:00:00,8.61
2024-01-28 05:00:00,41.65
2024-01-28 06:00:00,41.26
2024-01-28 07:00:00,69.41
2024-01-28 08:00:00,18.57
2024-01-28 09:00:00,23.41
2024-01-28 10:00:00,21.89
2024-01-28 11:00:00,7.58
2024-01-28 12:00:00,25.84
2024-01-28 13:00:00,22.36
2024-01-28 14:00:00,24.2
2024-01-28 15:00:00,45.74
2024-01-28 16:00:00,7.87
2024-01-28 17:00:00,31.87
2024-01-28 18:00:00,44.77
2024-01-28 19:00:00,53.22
2024-01-28 20:00:00,48.33
2024-01-28 21:00:00,42.76
2024-01-28 22:00:00,40.62
2024-01-28 23:00:00,53.84
2024-01-29 00:00:00,26.7
2024-01-29 01:00:00,60.03
2024-01-29 02:00:00,42.88
2024-01-29 03:00:00,32.39
2024-01-29 04:00:00,42.38
2024-01-29 05:00:00,67.48
2024-01-29 06:00:00,41.13
2024-01-29 07:00:00,54.27
2024-01-29 08:00:00,16.39
2024-01-29 09:00:00,25.77
2024-01-29 10:00:00,25.32
2024-01-29 11:00:00,32.65
2024-01-29 12:00:00,19.89
2024-01-29 13:00:00,25.21
2024-01-29 14:00:00,21.62
2024-01-29 15:00:00,29.16
2024-01-29 16:00:00,16.47
2024-01-29 17:00:00,25.69
2024-01-29 18:00:00,46.14
2024-01-29 19:00:00,48.06
2024-01-29 20:00:00,50.35
2024-01-29 21:00:00,52.71
2024-01-29 22:00:00,47.29
2024-01-29 23:00:00,52.16
2024-01-30 00:00:00,72.2
2024-01-30 01:00:00,63.49
2024-01-30 02:00:00,61.78
2024-01-30 03:00:00,42.3
2024-01-30 04:00:00,35.93
2024-01-30 05:00:00,63.04
2024-01-30 06:00:00,61.88
2024-01-30 07:00:00,70.65
2024-01-30 08:00:00,17.19
2024-01-30 09:00:00,19.55
2024-01-30 10:00:00,10.67
2024-01-30 11:00:00,18.53
2024-01-30 12:00:00,27.28
2024-01-30 13:00:00,18.06
2024-01-30 14:00:00,25.04
2024-01-30 15:00:00,19.8
2024-01-30 16:00:00,23.04
2024-01-30 17:00:00,13.77
2024-01-30 18:00:00,50.25
2024-01-30 19:00:00,7.0
2024-01-30 20:00:00,46.25
2024-01-30 21:00:00,25.03
2024-01-30 22:00:00,66.73
2024-01-30 23:00:00,60.43
2024-01-31 00:00:00,55.86
2024-01-31 01:00:00,71.36
2024-01-31 02:00:00,35.05
2024-01-31 03:00:00,74.69
2024-01-31 04:00:00,62.7
2024-01-31 05:00:00,45.52
2024-01-31 06:00:00,65.69
2024-01-31 07:00:00,32.74
2024-01-31 08:00:00,15.81
2024-01-31 09:00:00,17.17
2024-01-31 10:00:00,17.67
2024-01-31 11:00:00,14.34
2024-01-31 12:00:00,28.71
2024-01-31 13:00:00,19.37
2024-01-31 14:00:00,23.22
2024-01-31 15:00:00,17.41
2024-01-31 16:00:00,9.53
2024-01-31 17:00:00,22.7
2024-01-31 18:00:00,20.89
2024-01-31 19:00:00,47.99
2024-01-31 20:00:00,28.89
2024-01-31 21:00:00,78.21
2024-01-31 22:00:00,62.4
2024-01-31 23:00:00,50.55
