timestamp,kwh
2024-01-14 14:00:00,83.82
2024-01-14 15:00:00,77.86
2024-01-14 16:00:00,75.14
2024-01-14 17:00:00,75.21
2024-01-14 18:00:00,64.8
2024-01-14 19:00:00,27.15
2024-01-14 20:00:00,35.66
2024-01-14 21:00:00,29.07
2024-01-14 22:00:00,43.53
2024-01-14 23:00:00,33.71
2024-01-15 00:00:00,27.78
2024-01-15 01:00:00,32.19
2024-01-15 02:00:00,38.61
2024-01-15 03:00:00,30.07
2024-01-15 04:00:00,27.81
2024-01-15 05:00:00,37.13
2024-01-15 06:00:00,37.14
2024-01-15 07:00:00,30.56
2024-01-15 08:00:00,57.35
2024-01-15 09:00:00,68.77
2024-01-15 10:00:00,41.47
2024-01-15 11:00:00,42.13
2024-01-15 12:00:00,53.33
2024-01-15 13:00:00,61.53
2024-01-15 14:00:00,70.05
2024-01-15 15:00:00,88.97
2024-01-15 16:00:00,78.94
2024-01-15 17:00:00,62.4
2024-01-15 18:00:00,64.69
2024-01-15 19:00:00,26.23
2024-01-15 20:00:00,34.84
2024-01-15 21:00:00,32.47
2024-01-15 22:00:00,37.82
2024-01-15 23:00:00,27.76
2024-01-16 00:00:00,39.54
2024-01-16 01:00:00,48.41
2024-01-16 02:00:00,34.05
2024-01-16 03:00:00,38.51
2024-01-16 04:00:00,41.04
2024-01-16 05:00:00,31.49
2024-01-16 06:00:00,36.96
2024-01-16 07:00:00,35.11
2024-01-16 08:00:00,66.59
2024-01-16 09:00:00,52.44
2024-01-16 10:00:00,65.4
2024-01-16 11:00:00,73.09
2024-01-16 12:00:00,88.58
2024-01-16 13:00:00,80.59
2024-01-16 14:00:00,99.99
2024-01-16 15:00:00,52.53
2024-01-16 16:00:00,79.18
2024-01-16 17:00:00,67.98
2024-01-16 18:00:00,100.58
2024-01-16 19:00:00,27.93
2024-01-16 20:00:00,27.65
2024-01-16 21:00:00,29.76
2024-01-16 22:00:00,16.42
2024-01-16 23:00:00,30.4
2024-01-17 00:00:00,28.36
2024-01-17 01:00:00,36.32
2024-01-17 02:00:00,37.99
2024-01-17 03:00:00,51.42
2024-01-17 04:00:00,43.32
2024-01-17 05:00:00,29.95
2024-01-17 06:00:00,27.14
2024-01-17 07:00:00,39.3
2024-01-17 08:00:00,43.55
2024-01-17 09:00:00,94.76
2024-01-17 10:00:00,84.17
2024-01-17 11:00:00,57.38
2024-01-17 12:00:00,37.16
2024-01-17 13:00:00,87.0
2024-01-17 14:00:00,63.14
2024-01-17 15:00:00,85.11
2024-01-17 16:00:00,39.09
2024-01-17 17:00:00,55.26
2024-01-17 18:00:00,65.09
2024-01-17 19:00:00,35.41
2024-01-17 20:00:00,31.06
2024-01-17 21:00:00,40.45
2024-01-17 22:00:00,25.66
2024-01-17 23:00:00,33.75
2024-01-18 00:00:00,36.05
2024-01-18 01:00:00,39.5
2024-01-18 02:00:00,41.23
2024-01-18 03:00:00,25.16
2024-01-18 04:00:00,21.58
2024-01-18 05:00:00,46.18
2024-01-18 06:00:00,37.91
2024-01-18 07:00:00,28.45
2024-01-18 08:00:00,90.21
2024-01-18 09:00:00,66.88
2024-01-18 10:00:00,84.16
2024-01-18 11:00:00,66.1
2024-01-18 12:00:00,98.49
2024-01-18 13:00:00,93.52
2024-01-18 14:00:00,60.95
2024-01-18 15:00:00,80.79
2024-01-18 16:00:00,75.49
2024-01-18 17:00:00,87.24
2024-01-18 18:00:00,49.32
2024-01-18 19:00:00,41.0
2024-01-18 20:00:00,44.26
2024-01-18 21:00:00,19.61
2024-01-18 22:00:00,24.65
2024-01-18 23:00:00,17.16
2024-01-19 00:00:00,32.64
2024-01-19 01:00:00,41.28
2024-01-19 02:00:00,48.15
2024-01-19 03:00:00,35.65
2024-01-19 04:00:00,49.25
2024-01-19 05:00:00,22.92
2024-01-19 06:00:00,20.1
2024-01-19 07:00:00,34.51
2024-01-19 08:00:00,71.24
2024-01-19 09:00:00,64.47
2024-01-19 10:00:00,31.4
2024-01-19 11:00:00,63.55
2024-01-19 12:00:00,43.8
2024-01-19 13:00:00,75.88
2024-01-19 14:00:00,70.96
2024-01-19 15:00:00,49.73
2024-01-19 16:00:00,56.65
2024-01-19 17:00:00,47.79
2024-01-19 18:00:00,63.98
2024-01-19 19:00:00,43.36
2024-01-19 20:00:00,26.37
2024-01-19 21:00:00,39.41
2024-01-19 22:00:00,30.36
2024-01-19 23:00:00,28.06
2024-01-20 00:00:00,34.06
2024-01-20 01:00:00,25.94
2024-01-20 02:00:00,30.16
2024-01-20 03:00:00,24.52
2024-01-20 04:00:00,52.19
2024-01-20 05:00:00,35.31
2024-01-20 06:00:00,28.88
2024-01-20 07:00:00,36.87
2024-01-20 08:00:00,63.17
2024-01-20 09:00:00,61.41
2024-01-20 10:00:00,74.98
2024-01-20 11:00:00,77.31
2024-01-20 12:00:00,56.38
2024-01-20 13:00:00,55.64
2024-01-20 14:00:00,60.53
2024-01-20 15:00:00,27.59
2024-01-20 16:00:00,40.38
2024-01-20 17:00:00,87.21
2024-01-20 18:00:00,91.73
2024-01-20 19:00:00,32.82
2024-01-20 20:00:00,40.04
2024-01-20 21:00:00,37.72
2024-01-20 22:00:00,61.94
2024-01-20 23:00:00,44.8
2024-01-21 00:00:00,33.88
2024-01-21 01:00:00,26.64
2024-01-21 02:00:00,20.94
2024-01-21 03:00:00,36.78
2024-01-21 04:00:00,28.38
2024-01-21 05:00:00,22.56
2024-01-21 06:00:00,29.34
2024-01-21 07:00:00,25.54
2024-01-21 08:00:00,92.42
2024-01-21 09:00:00,79.33
2024-01-21 10:00:00,64.87
2024-01-21 11:00:00,89.05
2024-01-21 12:00:00,66.26
2024-01-21 13:00:00,51.0
2024-01-21 14:00:00,89.75
2024-01-21 15:00:00,73.76
2024-01-21 16:00:00,48.14
2024-01-21 17:00:00,61.91
2024-01-21 18:00:00,50.77
2024-01-21 19:00:00,22.9
2024-01-21 20:00:00,43.1
2024-01-21 21:00:00,51.71
2024-01-21 22:00:00,22.76
2024-01-21 23:00:00,39.93
2024-01-22 00:00:00,29.31
2024-01-22 01:00:00,30.74
2024-01-22 02:00:00,29.82
2024-01-22 03:00:00,27.44
2024-01-22 04:00:00,35.42
2024-01-22 05:00:00,27.73
2024-01-22 06:00:00,37.37
2024-01-22 07:00:00,34.56
2024-01-22 08:00:00,61.12
2024-01-22 09:00:00,50.25
2024-01-22 10:00:00,55.63
2024-01-22 11:00:00,77.28
2024-01-22 12:00:00,73.14
2024-01-22 13:00:00,49.11
2024-01-22 14:00:00,66.61
2024-01-22 15:00:00,77.21
2024-01-22 16:00:00,37.87
2024-01-22 17:00:00,73.83
2024-01-22 18:00:00,54.23
2024-01-22 19:00:00,39.99
2024-01-22 20:00:00,28.32
2024-01-22 21:00:00,19.21
2024-01-22 22:00:00,20.76
2024-01-22 23:00:00,35.42
2024-01-23 00:00:00,37.27
2024-01-23 01:00:00,27.09
2024-01-23 02:00:00,40.59
2024-01-23 03:00:00,20.46
2024-01-23 04:00:00,34.42
2024-01-23 05:00:00,24.4
2024-01-23 06:00:00,29.3
2024-01-23 07:00:00,35.41
2024-01-23 08:00:00,51.02
2024-01-23 09:00:00,58.75
2024-01-23 10:00:00,81.35
2024-01-23 11:00:00,55.63
2024-01-23 12:00:00,78.58
2024-01-23 13:00:00,46.64
2024-01-23 14:00:00,73.61
2024-01-23 15:00:00,88.43
2024-01-23 16:00:00,24.84
2024-01-23 17:00:00,52.05
2024-01-23 18:00:00,74.38
2024-01-23 19:00:00,33.22
2024-01-23 20:00:00,38.25
2024-01-23 21:00:00,29.72
2024-01-23 22:00:00,35.76
2024-01-23 23:00:00,33.64
2024-01-24 00:00:00,45.22
2024-01-24 01:00:00,37.23
2024-01-24 02:00:00,37.95
2024-01-24 03:00:00,31.4
2024-01-24 04:00:00,30.73
2024-01-24 05:00:00,31.22
2024-01-24 06:00:00,38.45
2024-01-24 07:00:00,31.32
2024-01-24 08:00:00,69.71
2024-01-24 09:00:00,98.73
2024-01-24 10:00:00,79.16
2024-01-24 11:00:00,59.7
2024-01-24 12:00:00,84.52
2024-01-24 13:00:00,58.37
2024-01-24 14:00:00,31.88
2024-01-24 15:00:00,48.62
2024-01-24 16:00:00,34.6
2024-01-24 17:00:00,59.29
2024-01-24 18:00:00,65.3
2024-01-24 19:00:00,49.67
2024-01-24 20:00:00,37.86
2024-01-24 21:00:00,33.08
2024-01-24 22:00:00,42.26
2024-01-24 23:00:00,15.65
2024-01-25 00:00:00,37.06
2024-01-25 01:00:00,41.75
2024-01-25 02:00:00,22.06
2024-01-25 03:00:00,45.01
2024-01-25 04:00:00,37.96
2024-01-25 05:00:00,31.37
2024-01-25 06:00:00,40.54
2024-01-25 07:00:00,54.87
2024-01-25 08:00:00,67.96
2024-01-25 09:00:00,69.03
2024-01-25 10:00:00,57.54
2024-01-25 11:00:00,51.19
2024-01-25 12:00:00,78.49
2024-01-25 13:00:00,51.09
2024-01-25 14:00:00,66.16
2024-01-25 15:00:00,57.24
2024-01-25 16:00:00,72.78
2024-01-25 17:00:00,70.42
2024-01-25 18:00:00,81.86
2024-01-25 19:00:00,30.54
2024-01-25 20:00:00,32.64
2024-01-25 21:00:00,26.44
2024-01-25 22:00:00,31.11
2024-01-25 23:00:00,38.3
2024-01-26 00:00:00,41.62
2024-01-26 01:00:00,26.93
2024-01-26 02:00:00,42.61
2024-01-26 03:00:00,46.86
2024-01-26 04:00:00,38.62
2024-01-26 05:00:00,51.42
2024-01-26 06:00:00,28.23
2024-01-26 07:00:00,24.11
2024-01-26 08:00:00,36.1
2024-01-26 09:00:00,89.31
2024-01-26 10:00:00,75.63
2024-01-26 11:00:00,64.1
2024-01-26 12:00:00,69.55
2024-01-26 13:00:00,46.71
2024-01-26 14:00:00,104.74
2024-01-26 15:00:00,67.1
2024-01-26 16:00:00,66.78
2024-01-26 17:00:00,76.79
2024-01-26 18:00:00,72.82
2024-01-26 19:00:00,36.96
2024-01-26 20:00:00,28.08
2024-01-26 21:00:00,39.13
2024-01-26 22:00:00,51.47
2024-01-26 23:00:00,46.77
2024-01-27 00:00:00,48.94
2024-01-27 01:00:00,30.53
2024-01-27 02:00:00,26.34
2024-01-27 03:00:00,33.9
2024-01-27 04:00:00,35.49
2024-01-27 05:00:00,44.57
2024-01-27 06:00:00,20.19
2024-01-27 07:00:00,48.38
2024-01-27 08:00:00,62.43
2024-01-27 09:00:00,58.06
2024-01-27 10:00:00,48.55
2024-01-27 11:00:00,38.11
2024-01-27 12:00:00,78.38
2024-01-27 13:00:00,66.19
2024-01-27 14:00:00,44.04
2024-01-27 15:00:00,43.95
2024-01-27 16:00:00,59.54
2024-01-27 17:00:00,92.12
2024-01-27 18:00:00,60.78
2024-01-27 19:00:00,21.85
2024-01-27 20:00:00,32.85
2024-01-27 21:00:00,32.61
2024-01-27 22:00:00,11.4
2024-01-27 23:00:00,34.52
2024-01-28 00:00:00,32.98
2024-01-28 01:00:00,41.09
2024-01-28 02:00:00,51.18
2024-01-28 03:00:00,44.86
2024-01-28 04:00:00,32.65
2024-01-28 05:00:00,25.32
2024-01-28 06:00:00,57.52
2024-01-28 07:00:00,35.52
2024-01-28 08:00:00,65.23
2024-01-28 09:00:00,64.61
2024-01-28 10:00:00,68.22
2024-01-28 11:00:00,62.65
2024-01-28 12:00:00,55.68
2024-01-28 13:00:00,56.11
2024-01-28 14:00:00,64.47
2024-01-28 15:00:00,56.17
2024-01-28 16:00:00,53.42
2024-01-28 17:00:00,66.73
2024-01-28 18:00:00,60.86
2024-01-28 19:00:00,48.16
2024-01-28 20:00:00,11.8
2024-01-28 21:00:00,44.55
2024-01-28 22:00:00,45.9
2024-01-28 23:00:00,16.86
2024-01-29 00:00:00,32.0
2024-01-29 01:00:00,31.75
2024-01-29 02:00:00,22.68
2024-01-29 03:00:00,28.19
2024-01-29 04:00:00,25.28
2024-01-29 05:00:00,50.33
2024-01-29 06:00:00,43.19
2024-01-29 07:00:00,46.13
2024-01-29 08:00:00,76.73
2024-01-29 09:00:00,46.65
2024-01-29 10:00:00,56.48
2024-01-29 11:00:00,72.95
2024-01-29 12:00:00,45.14
2024-01-29 13:00:00,76.59
2024-01-29 14:00:00,61.09
2024-01-29 15:00:00,58.91
2024-01-29 16:00:00,76.55
2024-01-29 17:00:00,72.22
2024-01-29 18:00:00,59.13
2024-01-29 19:00:00,45.14
2024-01-29 20:00:00,25.54
2024-01-29 21:00:00,40.39
2024-01-29 22:00:00,40.19
2024-01-29 23:00:00,32.29
2024-01-30 00:00:00,37.85
2024-01-30 01:00:00,24.05
2024-01-30 02:00:00,43.09
2024-01-30 03:00:00,33.38
2024-01-30 04:00:00,30.43
2024-01-30 05:00:00,44.18
2024-01-30 06:00:00,28.84
2024-01-30 07:00:00,22.68
2024-01-30 08:00:00,39.7
2024-01-30 09:00:00,74.85
2024-01-30 10:00:00,44.19
2024-01-30 11:00:00,93.52
2024-01-30 12:00:00,31.17
2024-01-30 13:00:00,92.57
2024-01-30 14:00:00,68.43
2024-01-30 15:00:00,63.43
2024-01-30 16:00:00,56.15
2024-01-30 17:00:00,71.49
2024-01-30 18:00:00,64.39
2024-01-30 19:00:00,44.65
2024-01-30 20:00:00,36.0
2024-01-30 21:00:00,36.32
2024-01-30 22:00:00,31.82
2024-01-30 23:00:00,34.5
2024-01-31 00:00:00,37.69
2024-01-31 01:00:00,20.04
2024-01-31 02:00:00,23.2
2024-01-31 03:00:00,41.5
2024-01-31 04:00:00,36.5
2024-01-31 05:00:00,33.39
2024-01-31 06:00:00,35.16
2024-01-31 07:00:00,38.04
2024-01-31 08:00:00,56.23
2024-01-31 09:00:00,52.35
2024-01-31 10:00:00,68.18
2024-01-31 11:00:00,49.1
2024-01-31 12:00:00,71.63
2024-01-31 13:00:00,37.33
2024-01-31 14:00:00,81.72
2024-01-31 15:00:00,72.68
2024-01-31 16:00:00,69.16
2024-01-31 17:00:00,80.97
2024-01-31 18:00:00,92.06
2024-01-31 19:00:00,43.88
2024-01-31 20:00:00,18.89
2024-01-31 21:00:00,23.8
2024-01-31 22:00:00,29.53
2024-01-31 23:00:00,35.23
