timestamp,kwh
2024-01-19 21:00:00,33.31
2024-01-19 22:00:00,13.06
2024-01-19 23:00:00,15.91
2024-01-20 00:00:00,12.81
2024-01-20 01:00:00,11.43
2024-01-20 02:00:00,12.81
2024-01-20 03:00:00,13.86
2024-01-20 04:00:00,12.62
2024-01-20 05:00:00,12.6
2024-01-20 06:00:00,10.75
2024-01-20 07:00:00,10.84
2024-01-20 08:00:00,8.99
2024-01-20 09:00:00,40.5
2024-01-20 10:00:00,22.54
2024-01-20 11:00:00,25.84
2024-01-20 12:00:00,25.69
2024-01-20 13:00:00,35.37
2024-01-20 14:00:00,28.23
2024-01-20 15:00:00,37.49
2024-01-20 16:00:00,25.96
2024-01-20 17:00:00,31.67
2024-01-20 18:00:00,24.99
2024-01-20 19:00:00,42.87
2024-01-20 20:00:00,22.87
2024-01-20 21:00:00,31.86
2024-01-20 22:00:00,14.08
2024-01-20 23:00:00,13.53
2024-01-21 00:00:00,12.04
2024-01-21 01:00:00,12.18
2024-01-21 02:00:00,12.61
2024-01-21 03:00:00,12.13
2024-01-21 04:00:00,14.91
2024-01-21 05:00:00,18.03
2024-01-21 06:00:00,11.11
2024-01-21 07:00:00,9.08
2024-01-21 08:00:00,12.28
2024-01-21 09:00:00,45.48
2024-01-21 10:00:00,25.18
2024-01-21 11:00:00,39.83
2024-01-21 12:00:00,40.07
2024-01-21 13:00:00,26.68
2024-01-21 14:00:00,33.41
2024-01-21 15:00:00,39.77
2024-01-21 16:00:00,27.73
2024-01-21 17:00:00,28.78
2024-01-21 18:00:00,26.51
2024-01-21 19:00:00,23.91
2024-01-21 20:00:00,26.1
2024-01-21 21:00:00,22.66
2024-01-21 22:00:00,12.59
2024-01-21 23:00:00,10.58
2024-01-22 00:00:00,13.08
2024-01-22 01:00:00,8.61
2024-01-22 02:00:00,13.33
2024-01-22 03:00:00,14.58
2024-01-22 04:00:00,7.52
2024-01-22 05:00:00,13.44
2024-01-22 06:00:00,15.57
2024-01-22 07:00:00,9.48
2024-01-22 08:00:00,16.68
2024-01-22 09:00:00,32.51
2024-01-22 10:00:00,25.77
2024-01-22 11:00:00,29.67
2024-01-22 12:00:00,33.35
2024-01-22 13:00:00,30.46
2024-01-22 14:00:00,33.23
2024-01-22 15:00:00,24.48
2024-01-22 16:00:00,31.02
2024-01-22 17:00:00,21.52
2024-01-22 18:00:00,29.33
2024-01-22 19:00:00,24.58
2024-01-22 20:00:00,25.59
2024-01-22 21:00:00,37.42
2024-01-22 22:00:00,15.23
2024-01-22 23:00:00,14.02
2024-01-23 00:00:00,9.77
2024-01-23 01:00:00,11.71
2024-01-23 02:00:00,15.53
2024-01-23 03:00:00,12.85
2024-01-23 04:00:00,18.3
2024-01-23 05:00:00,13.48
2024-01-23 06:00:00,12.98
2024-01-23 07:00:00,11.73
2024-01-23 08:00:00,12.83
2024-01-23 09:00:00,29.09
2024-01-23 10:00:00,34.25
2024-01-23 11:00:00,35.74
2024-01-23 12:00:00,25.28
2024-01-23 13:00:00,22.01
2024-01-23 14:00:00,18.98
2024-01-23 15:00:00,33.05
2024-01-23 16:00:00,23.38
2024-01-23 17:00:00,17.08
2024-01-23 18:00:00,32.33
2024-01-23 19:00:00,44.96
2024-01-23 20:00:00,29.96
2024-01-23 21:00:00,35.03
2024-01-23 22:00:00,12.7
2024-01-23 23:00:00,12.25
2024-01-24 00:00:00,14.8
2024-01-24 01:00:00,11.77
2024-01-24 02:00:00,13.17
2024-01-24 03:00:00,13.3
2024-01-24 04:00:00,10.83
2024-01-24 05:00:00,14.98
2024-01-24 06:00:00,12.06
2024-01-24 07:00:00,10.61
2024-01-24 08:00:00,13.84
2024-01-24 09:00:00,24.61
2024-01-24 10:00:00,30.17
2024-01-24 11:00:00,29.95
2024-01-24 12:00:00,36.52
2024-01-24 13:00:00,32.85
2024-01-24 14:00:00,29.85
2024-01-24 15:00:00,34.91
2024-01-24 16:00:00,38.34
2024-01-24 17:00:00,33.35
2024-01-24 18:00:00,30.06
2024-01-24 19:00:00,22.13
2024-01-24 20:00:00,23.61
2024-01-24 21:00:00,28.17
2024-01-24 22:00:00,10.98
2024-01-24 23:00:00,12.03
2024-01-25 00:00:00,12.64
2024-01-25 01:00:00,13.82
2024-01-25 02:00:00,12.32
2024-01-25 03:00:00,13.72
2024-01-25 04:00:00,12.66
2024-01-25 05:00:00,7.56
2024-01-25 06:00:00,10.15
2024-01-25 07:00:00,12.14
2024-01-25 08:00:00,9.48
2024-01-25 09:00:00,33.6
2024-01-25 10:00:00,39.18
2024-01-25 11:00:00,37.31
2024-01-25 12:00:00,28.72
2024-01-25 13:00:00,38.94
2024-01-25 14:00:00,30.89
2024-01-25 15:00:00,27.98
2024-01-25 16:00:00,26.32
2024-01-25 17:00:00,28.19
2024-01-25 18:00:00,27.67
2024-01-25 19:00:00,31.02
2024-01-25 20:00:00,30.96
2024-01-25 21:00:00,30.02
2024-01-25 22:00:00,13.59
2024-01-25 23:00:00,15.48
2024-01-26 00:00:00,14.87
2024-01-26 01:00:00,8.79
2024-01-26 02:00:00,6.12
2024-01-26 03:00:00,14.84
2024-01-26 04:00:00,9.08
2024-01-26 05:00:00,11.94
2024-01-26 06:00:00,9.57
2024-01-26 07:00:00,8.0
2024-01-26 08:00:00,13.85
2024-01-26 09:00:00,34.55
2024-01-26 10:00:00,26.54
2024-01-26 11:00:00,14.45
2024-01-26 12:00:00,26.72
2024-01-26 13:00:00,32.35
2024-01-26 14:00:00,21.13
2024-01-26 15:00:00,31.1
2024-01-26 16:00:00,29.91
2024-01-26 17:00:00,33.48
2024-01-26 18:00:00,30.72
2024-01-26 19:00:00,24.16
2024-01-26 20:00:00,37.18
2024-01-26 21:00:00,29.05
2024-01-26 22:00:00,12.43
2024-01-26 23:00:00,10.17
2024-01-27 00:00:00,11.39
2024-01-27 01:00:00,10.29
2024-01-27 02:00:00,12.07
2024-01-27 03:00:00,16.78
2024-01-27 04:00:00,9.07
2024-01-27 05:00:00,8.47
2024-01-27 06:00:00,16.18
2024-01-27 07:00:00,11.98
2024-01-27 08:00:00,10.83
2024-01-27 09:00:00,36.24
2024-01-27 10:00:00,26.37
2024-01-27 11:00:00,40.96
2024-01-27 12:00:00,34.07
2024-01-27 13:00:00,27.07
2024-01-27 14:00:00,42.94
2024-01-27 15:00:00,26.37
2024-01-27 16:00:00,34.45
2024-01-27 17:00:00,31.8
2024-01-27 18:00:00,37.81
2024-01-27 19:00:00,39.37
2024-01-27 20:00:00,30.19
2024-01-27 21:00:00,25.48
2024-01-27 22:00:00,13.65
2024-01-27 23:00:00,10.81
2024-01-28 00:00:00,17.53
2024-01-28 01:00:00,12.84
2024-01-28 02:00:00,11.59
2024-01-28 03:00:00,12.96
2024-01-28 04:00:00,9.13
2024-01-28 05:00:00,10.07
2024-01-28 06:00:00,15.5
2024-01-28 07:00:00,10.86
2024-01-28 08:00:00,9.88
2024-01-28 09:00:00,33.22
2024-01-28 10:00:00,37.11
2024-01-28 11:00:00,34.31
2024-01-28 12:00:00,35.98
2024-01-28 13:00:00,25.46
2024-01-28 14:00:00,21.47
2024-01-28 15:00:00,39.01
2024-01-28 16:00:00,28.06
2024-01-28 17:00:00,28.5
2024-01-28 18:00:00,37.97
2024-01-28 19:00:00,33.34
2024-01-28 20:00:00,32.74
2024-01-28 21:00:00,42.99
2024-01-28 22:00:00,10.89
2024-01-28 23:00:00,14.82
2024-01-29 00:00:00,12.64
2024-01-29 01:00:00,13.17
2024-01-29 02:00:00,16.32
2024-01-29 03:00:00,13.77
2024-01-29 04:00:00,13.85
2024-01-29 05:00:00,15.18
2024-01-29 06:00:00,11.59
2024-01-29 07:00:00,10.4
2024-01-29 08:00:00,9.89
2024-01-29 09:00:00,18.2
2024-01-29 10:00:00,42.34
2024-01-29 11:00:00,23.38
2024-01-29 12:00:00,28.67
2024-01-29 13:00:00,28.34
2024-01-29 14:00:00,31.84
2024-01-29 15:00:00,34.89
2024-01-29 16:00:00,35.16
2024-01-29 17:00:00,26.5
2024-01-29 18:00:00,29.0
2024-01-29 19:00:00,31.7
2024-01-29 20:00:00,28.51
2024-01-29 21:00:00,39.64
2024-01-29 22:00:00,13.73
2024-01-29 23:00:00,14.34
2024-01-30 00:00:00,14.16
2024-01-30 01:00:00,15.43
2024-01-30 02:00:00,12.95
2024-01-30 03:00:00,9.26
2024-01-30 04:00:00,13.5
2024-01-30 05:00:00,10.87
2024-01-30 06:00:00,11.18
2024-01-30 07:00:00,13.97
2024-01-30 08:00:00,15.6
2024-01-30 09:00:00,30.13
2024-01-30 10:00:00,31.85
2024-01-30 11:00:00,40.21
2024-01-30 12:00:00,31.44
2024-01-30 13:00:00,45.61
2024-01-30 14:00:00,33.39
2024-01-30 15:00:00,19.44
2024-01-30 16:00:00,34.52
2024-01-30 17:00:00,32.29
2024-01-30 18:00:00,37.74
2024-01-30 19:00:00,34.04
2024-01-30 20:00:00,29.17
2024-01-30 21:00:00,22.65
2024-01-30 22:00:00,11.98
2024-01-30 23:00:00,10.37
2024-01-31 00:00:00,11.05
2024-01-31 01:00:00,13.97
2024-01-31 02:00:00,16.67
2024-01-31 03:00:00,13.49
2024-01-31 04:00:00,9.51
2024-01-31 05:00:00,13.61
2024-01-31 06:00:00,15.49
2024-01-31 07:00:00,10.98
2024-01-31 08:00:00,12.16
2024-01-31 09:00:00,30.09
2024-01-31 10:00:00,25.29
2024-01-31 11:00:00,33.89
2024-01-31 12:00:00,29.27
2024-01-31 13:00:00,32.52
2024-01-31 14:00:00,24.68
2024-01-31 15:00:00,27.38
2024-01-31 16:00:00,34.33
2024-01-31 17:00:00,27.76
2024-01-31 18:00:00,40.36
2024-01-31 19:00:00,27.6
2024-01-31 20:00:00,31.35
2024-01-31 21:00:00,35.6
2024-01-31 22:00:00,8.95
2024-01-31 23:00:00,8.1
